ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,ai_verdict,ai_confidence,ai_reasoning,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing
RMS.PA,HERMES INTL,61.2,⭐⭐ GOOD,🟡 Good,60.0,50.0,50.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 28.3},{},"{'rs_3m': -12.7, 'rs_6m': -16.5}","{'roe_pct': 25.2, 'debt_to_equity': 0.12, 'current_ratio': 4.99, 'operating_margin_pct': 41.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 27.6}",1767.0,185244450816,Consumer Cyclical,Luxury Goods,,,False,2606.0,-32.2,0.0,False,2254.68,2650.0,1580.0,22.0,buy,27.6,566.99,-67.9,430.3,-75.6,2.18,38.53,1.08,37.2,18.0,0.61,,,,1.3,112.0,2026-07-29,False,False,8.0,STRONG,4.19,37.5,18.43,2026-04-08T11:04:39.609593,CAC40,43.5,0.0,0.0,0.0,1.0,3.45,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside",1542.0,1498.42,2315.89,2.83,50.19,BUY NOW - At target entry price
SAN.MC,BANCO SANTANDER S.A.,65.7,⭐⭐ GOOD,🟡 Good,75.0,50.0,74.5,65.0,60.0,,,,,-0.8,True,2,-6.7,True,2,"{'eps_growth_yoy': -0.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.1}","{'revenue_growth_yoy': -6.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 6.9, 'rs_6m': 22.3}","{'roe_pct': 12.7, 'operating_margin_pct': 43.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.2}",10.464,151438491648,Financial Services,Banks - Diversified,,,False,11.26,-7.1,7.0,True,11.95,13.25,7.3,20.0,buy,14.2,,,21.25,103.1,,,2.55,26.9,0.25,3.1,,,,25.3,21.0,2026-04-29,False,True,4.0,NEUTRAL,,,0.35,2026-04-08T11:05:02.156868,IBEX35,43.3,0.0,5.0,0.0,5.0,1.78,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 12.7% and margin of 30.1%, no debt, and upside potential of 14.2% with validation from 20 analysts",10.45,9.61,13.06,8.0,24.98,BUY ON PULLBACK - Wait for 2-5% dip
RACE.MI,FERRARI,60.5,⭐⭐ GOOD,🟡 Good,65.0,60.0,30.0,90.0,65.0,,,,,-7.8,True,1,0.6,True,1,"{'eps_growth_yoy': -7.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}","{'revenue_growth_yoy': 0.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -0.2, 'rs_6m': -25.8}","{'roe_pct': 42.9, 'debt_to_equity': 0.74, 'current_ratio': 2.3, 'operating_margin_pct': 28.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.8}",306.3,54107631616,Consumer Cyclical,Auto Manufacturers,,,False,449.8,-31.9,1.0,False,369.92,430.0,300.0,18.0,buy,20.8,69.94,-77.2,89.5,-70.8,1.55,4.75,1.22,33.3,3.62,0.63,True,-1.45,51.1,-0.2,26.0,2026-05-05,False,False,9.0,STRONG,4.02,38.6,,2026-04-08T11:09:12.544874,FTSEMIB,43.2,0.0,0.0,3.0,0.0,2.6,1.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and analyst validation with 18 analysts",297.14,273.37,428.34,8.0,44.16,BUY ON PULLBACK - Wait for 2-5% dip
CAP.PA,CAPGEMINI,52.0,⭐ AVERAGE,🟡 Average,50.0,50.0,35.0,70.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 7.1},{},"{'rs_3m': -23.8, 'rs_6m': -12.0}","{'roe_pct': 13.7, 'debt_to_equity': 0.81, 'current_ratio': 1.21, 'operating_margin_pct': 12.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 44.2}",105.85,17705924608,Technology,Information Technology Services,,,False,156.55,-32.4,0.0,False,152.66,208.0,115.0,18.0,buy,44.2,206.16,94.8,91.3,-13.7,11.9,12.6,3.31,37.2,3.4,1.75,,,,5.5,113.0,2026-07-30,False,False,5.0,NEUTRAL,9.89,68.5,1.37,2026-04-08T11:03:52.832224,CAC40,42.8,8.0,8.0,0.0,3.0,5.52,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE > 10% and reasonable debt, upside potential of 44.2% supported by 18 analysts",103.44,95.16,148.22,8.0,43.29,BUY ON PULLBACK - Wait for 2-5% dip
CPG.L,COMPASS GROUP PLC ORD 11 1/20P,46.0,⚠️ WEAK,🔴 Weak,50.0,50.0,15.0,60.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.1},{},"{'rs_3m': -94.3, 'rs_6m': -97.6}","{'roe_pct': 25.6, 'debt_to_equity': 0.91, 'current_ratio': 0.73, 'operating_margin_pct': 6.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.6}",29.55,50244247552,Consumer Cyclical,Restaurants,,,False,2748.0,-98.9,1.0,False,38.0,53.28,28.37,20.0,buy,28.6,41.1,39.1,33.0,11.7,3.28,0.97,2.3,56.4,0.65,2.93,,,,75.6,33.0,2026-05-11,False,False,6.0,NEUTRAL,5.41,100.5,0.24,2026-04-08T11:00:46.424057,FTSE100,42.4,3.0,5.0,0.0,5.0,3.58,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE, reasonable margin, and manageable debt, combined with analyst validation and significant upside potential",26.84,24.69,1229.77,8.0,4481.48,BUY ON PULLBACK - Wait for 2-5% dip
OR.PA,L'OREAL,57.9,⭐ AVERAGE,🟡 Average,55.0,50.0,54.5,80.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.9},{},"{'rs_3m': 4.9, 'rs_6m': -3.5}","{'roe_pct': 18.0, 'debt_to_equity': 0.34, 'current_ratio': 1.45, 'operating_margin_pct': 19.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.4}",364.65,194643984384,Consumer Defensive,Household & Personal Products,,,False,408.35,-10.7,1.0,False,402.73,440.0,350.0,24.0,buy,10.4,163.01,-55.3,114.3,-68.7,3.04,11.08,2.01,61.2,7.2,1.49,,,,0.3,112.0,2026-07-29,False,False,6.0,NEUTRAL,4.69,69.9,62.03,2026-04-08T11:02:34.665678,CAC40,41.2,3.0,5.0,0.0,1.0,1.3,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 18.0%, margin of 13.9%, and debt/equity ratio of 0.34, combined with analyst validation and realistic upside of 10.4%",350.5,332.07,451.49,5.26,28.81,BUY ON PULLBACK - Wait for 2-5% dip
MC.PA,LVMH,57.5,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,80.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 13.5},{},"{'rs_3m': -17.3, 'rs_6m': -11.7}","{'roe_pct': 16.2, 'debt_to_equity': 0.53, 'current_ratio': 1.58, 'operating_margin_pct': 21.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.0}",496.75,246322102272,Consumer Cyclical,Luxury Goods,,,False,654.7,-24.1,3.0,False,610.8,825.0,434.6,27.0,buy,23.0,348.22,-29.9,218.6,-56.0,4.75,23.67,2.76,59.5,13.0,1.71,,,,-1.0,106.0,2026-07-23,False,False,6.0,NEUTRAL,6.96,28.9,,2026-04-08T11:02:30.684857,CAC40,41.0,3.0,5.0,0.0,0.0,2.88,1.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE > 10%, Margin > 10%, and Debt/Eq < 2x, combined with analyst validation and realistic upside",464.52,441.88,648.13,4.87,39.53,BUY ON PULLBACK - Wait for 2-5% dip
SCHP.SW,SCHINDLER PS,55.0,⭐ AVERAGE,🟡 Average,45.0,50.0,50.0,90.0,55.0,,,,,-16.4,False,0,-2.2,True,2,"{'eps_growth_yoy': -16.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.3}","{'revenue_growth_yoy': -2.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -6.7, 'rs_6m': -7.5}","{'roe_pct': 21.0, 'debt_to_equity': 0.13, 'current_ratio': 1.5, 'operating_margin_pct': 11.1}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 15.3}",265.6,28357597184,Industrials,Specialty Industrial Machinery,,,False,315.8,-15.9,1.0,False,306.33,340.0,269.0,6.0,hold,15.3,1232.66,364.1,284.1,7.0,4.09,29.07,2.3,63.4,6.0,1.9,False,,39.8,13.8,,,False,False,7.0,NEUTRAL,5.75,34.1,0.67,2026-04-08T11:08:37.004504,SMI20,41.0,3.0,5.0,0.0,3.0,1.91,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and low debt, upside potential is realistic and validated by multiple analysts",269.89,248.3,344.66,8.0,27.7,BUY ON PULLBACK - Wait for 2-5% dip
LR.PA,LEGRAND,65.0,⭐⭐ GOOD,🟡 Good,70.0,50.0,71.0,75.0,60.0,,,,,5.9,False,0,3.7,False,0,"{'eps_growth_yoy': 5.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.1}","{'revenue_growth_yoy': 3.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 22.1, 'rs_6m': 0.7}","{'roe_pct': 16.8, 'debt_to_equity': 0.9, 'current_ratio': 1.93, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.5}",146.05,38181224448,Industrials,Electrical Equipment & Parts,,,False,157.35,-7.2,7.0,True,154.11,176.0,114.0,18.0,buy,5.5,62.45,-57.2,47.1,-67.8,2.91,4.24,1.75,46.8,2.38,1.91,True,-0.3,11.8,1.5,29.0,2026-05-07,False,False,6.0,NEUTRAL,4.68,45.7,10.52,2026-04-08T11:04:24.291434,CAC40,41.0,0.0,5.0,3.0,1.0,0.69,-3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE > 10%, Margin > 10%, and Debt/Eq < 2x, combined with analyst validation and realistic upside",,,,,,
CABK.MC,"CAIXABANK, S.A.",59.6,⭐ AVERAGE,🟡 Average,55.0,50.0,74.5,65.0,60.0,,,,,-2.9,False,0,1.6,False,0,"{'eps_growth_yoy': -2.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.4}","{'revenue_growth_yoy': 1.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 8.5, 'rs_6m': 23.5}","{'roe_pct': 15.6, 'operating_margin_pct': 56.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.8}",10.53,73413509120,Financial Services,Banks - Regional,,,False,11.575,-9.0,7.0,True,11.35,13.2,6.8,21.0,buy,7.8,,,8.0,-24.0,,,4.82,57.2,0.5,4.9,,,,-1.0,22.0,2026-04-30,False,False,3.0,NEUTRAL,,,,2026-04-08T11:05:32.912850,IBEX35,40.8,0.0,8.0,0.0,0.0,0.98,-3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, no debt, and analyst validation with a realistic upside",,,,,,
IMB.L,IMPERIAL BRANDS PLC ORD 10P,56.1,⭐ AVERAGE,🟡 Average,55.0,50.0,60.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 10.9},{},"{'rs_3m': 7.9, 'rs_6m': 1.4}","{'roe_pct': 38.7, 'debt_to_equity': 1.89, 'current_ratio': 0.74, 'operating_margin_pct': 19.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.9}",3124.0,24314159104,Consumer Defensive,Tobacco,,,False,3632.04,-14.0,4.0,False,3465.39,4200.0,2700.0,13.0,buy,10.9,47.14,-98.5,24.9,-99.2,10.25,3.2,5.21,75.7,1.6,7.25,,,,-24.9,34.0,2026-05-12,False,False,6.0,NEUTRAL,10.34,188.9,,2026-04-08T11:02:05.033928,FTSE100,39.4,8.0,0.0,0.0,-3.0,1.36,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and analyst validation",,,,,,
ISP.MI,INTESA SANPAOLO,65.8,⭐⭐ GOOD,🟡 Good,100.0,30.0,60.5,65.0,65.0,,,,,58.2,False,0,-8.7,False,0,"{'eps_growth_yoy': 58.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 36.8}","{'revenue_growth_yoy': -8.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 0.0, 'rs_6m': 7.7}","{'roe_pct': 14.3, 'operating_margin_pct': 50.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.5}",5.681,98779717632,Financial Services,Banks - Regional,,,False,6.159,-7.8,7.0,True,6.62,7.4,5.0,21.0,buy,16.5,,,12.24,115.5,,,7.14,62.9,0.38,7.2,,,,23.1,27.0,2026-05-05,False,False,1.0,WEAK,,,0.4,2026-04-08T11:08:48.907089,FTSEMIB,39.3,0.0,0.0,0.0,5.0,2.06,1.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 14.3% and margin of 36.8%, no debt, and upside potential of 16.5% with validation from 21 analysts",,,,,,
FDR.MC,"FLUIDRA, S.A.",48.0,⚠️ WEAK,🔴 Weak,45.0,30.0,50.0,70.0,65.0,,,,,-16.9,False,0,-0.9,False,0,"{'eps_growth_yoy': -16.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 7.8}","{'revenue_growth_yoy': -0.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -8.6, 'rs_6m': -7.1}","{'roe_pct': 11.0, 'debt_to_equity': 0.76, 'current_ratio': 1.78, 'operating_margin_pct': 2.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.6}",21.52,4086452224,Consumer Cyclical,Leisure,,,False,26.22,-17.9,2.0,False,27.02,31.0,21.5,15.0,buy,25.6,20.27,-5.8,9.3,-56.8,6.4,1.38,3.19,64.7,0.65,2.91,True,-2.61,4.2,-9.5,28.0,2026-05-06,False,False,8.0,STRONG,6.04,40.9,,2026-04-08T11:06:09.928828,IBEX35,39.2,6.0,8.0,3.0,0.0,3.2,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Upside is realistic at 25.6%, fundamentals are relatively strong with ROE above 10% and debt below 2x, and analyst validation is present with 15 analysts",,,,,,
AHT.L,ASHTEAD GROUP PLC ORD 10P,47.8,⚠️ WEAK,🔴 Weak,50.0,50.0,15.0,75.0,60.0,,,,,-6.8,False,0,4.3,False,0,"{'eps_growth_yoy': -6.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.1}","{'revenue_growth_yoy': 4.3, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -94.4, 'rs_6m': -97.7}","{'roe_pct': 19.1, 'debt_to_equity': 1.43, 'current_ratio': 1.28, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.0}",5326.0,22026424320,Industrials,Rental & Leasing Services,,,False,5849.7,-9.0,2.0,False,5964.84,8553.82,4601.02,14.0,buy,12.0,120.79,-97.7,,,15.41,8.21,0.02,32.3,0.81,1.38,True,-5.99,4.8,-6.7,,,False,False,7.0,NEUTRAL,7.74,15.7,,2026-04-08T11:01:09.637368,FTSE100,39.1,8.0,0.0,3.0,0.0,1.5,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE and margin above 10%, debt below 2x, and upside potential of 12% with validation from 14 analysts",,,,,,
SU.PA,SCHNEIDER ELECTRIC SE,59.3,⭐ AVERAGE,🟡 Average,55.0,50.0,66.5,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 10.4},{},"{'rs_3m': 11.7, 'rs_6m': 2.4}","{'roe_pct': 15.6, 'debt_to_equity': 0.81, 'current_ratio': 1.19, 'operating_margin_pct': 17.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 16.5}",251.45,141334609920,Industrials,Specialty Industrial Machinery,,,False,280.05,-10.2,7.0,True,292.86,340.0,250.0,22.0,strong_buy,16.5,104.31,-58.5,79.8,-68.3,2.82,7.09,1.8,48.9,4.2,1.8,,,,-6.2,113.0,2026-07-30,False,False,6.0,NEUTRAL,4.58,74.6,,2026-04-08T11:03:01.142724,CAC40,38.7,0.0,5.0,0.0,0.0,2.06,1.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE and margin above 10%, debt below 2x, and upside potential of 16.5% validated by 22 analysts",,,,,,
BAER.SW,JULIUS BAER N,59.0,⭐ AVERAGE,🟡 Average,60.0,50.0,68.5,65.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 20.3},{},"{'rs_3m': 0.3, 'rs_6m': 14.1}","{'roe_pct': 10.9, 'operating_margin_pct': 33.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 8.0}",62.26,12763036672,Financial Services,Asset Management,,,False,68.6,-9.2,6.0,False,67.25,76.0,56.0,17.0,hold,8.0,,,37.1,-40.4,,,4.35,70.1,2.6,4.61,,,,-7.2,104.0,2026-07-21,False,False,5.0,NEUTRAL,,,,2026-04-08T11:07:48.190483,SMI20,38.6,0.0,8.0,0.0,0.0,1.0,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 10.9% and margin of 20.3%, no debt, and upside potential of 8% with validation from 17 analysts",,,,,,
SIKA.SW,SIKA N,55.0,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,70.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 9.3},{},"{'rs_3m': -8.0, 'rs_6m': -19.9}","{'roe_pct': 15.2, 'debt_to_equity': 0.83, 'current_ratio': 1.25, 'operating_margin_pct': 10.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 32.8}",138.35,22196770816,Basic Materials,Specialty Chemicals,,,False,226.8,-39.0,0.0,False,183.77,250.0,125.0,22.0,buy,32.8,107.53,-22.3,64.9,-53.1,5.28,7.31,2.82,55.4,3.7,1.35,,,,-46.5,110.0,2026-07-27,False,False,7.0,NEUTRAL,5.95,45.5,,2026-04-08T11:08:10.400743,SMI20,38.0,6.0,5.0,0.0,-3.0,4.1,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE > 10% and margin > 9%, upside potential of 32.8% with validation from 22 analysts",,,,,,
BNP.PA,BNP PARIBAS ACT.A,72.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,80.5,60.0,60.0,,,,,28.0,False,0,4.0,False,0,"{'eps_growth_yoy': 28.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 25.5}","{'revenue_growth_yoy': 4.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 13.4, 'rs_6m': 20.8}","{'roe_pct': 9.7, 'operating_margin_pct': 26.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.7}",89.9,99033899008,Financial Services,Banks - Regional,,,False,97.35,-7.7,7.0,True,101.35,110.0,87.0,19.0,buy,12.7,,,308.7,243.4,,,11.88,71.7,9.95,5.26,,,,33.9,22.0,2026-04-30,False,False,6.0,NEUTRAL,,,0.21,2026-04-08T11:03:04.966562,CAC40,37.8,0.0,-3.0,0.0,5.0,1.59,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 9.7%, margin of 25.5%, and debt/equity ratio of none, combined with analyst validation and realistic upside potential",,,,,,
NTGY.MC,"NATURGY ENERGY GROUP, S.A.",56.6,⭐ AVERAGE,🟡 Average,55.0,50.0,60.5,70.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 10.4},{},"{'rs_3m': 6.9, 'rs_6m': 5.0}","{'roe_pct': 20.7, 'debt_to_equity': 1.47, 'current_ratio': 1.18, 'operating_margin_pct': 13.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.3}",25.72,23826843648,Utilities,Utilities - Regulated Gas,,,False,27.9,-7.8,4.0,False,27.34,31.25,22.5,18.0,hold,6.3,31.0,20.5,30.16,17.3,5.22,1.34,8.94,82.9,2.37,5.97,,,,5.6,106.0,2026-07-23,False,False,7.0,NEUTRAL,10.19,18.1,0.94,2026-04-08T11:05:44.091109,IBEX35,37.6,6.0,-3.0,0.0,3.0,0.79,-3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE > 10%, Margin > 10%, and Debt/Eq < 2x, combined with analyst validation and realistic upside",,,,,,
DGE.L,DIAGEO PLC ORD 28 101/108P,58.0,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,80.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 12.2},{},"{'rs_3m': -5.9, 'rs_6m': -18.6}","{'roe_pct': 19.7, 'debt_to_equity': 1.77, 'current_ratio': 1.6, 'operating_margin_pct': 31.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 36.4}",1435.4,31916947456,Consumer Defensive,Beverages - Wineries & Distilleries,,,False,2215.0,-35.2,0.0,False,1957.98,2414.74,1445.98,22.0,buy,36.4,6.34,-99.6,8.1,-99.4,3.0,0.43,4.51,94.9,0.63,2.87,,,,2.0,120.0,2026-08-06,False,False,5.0,NEUTRAL,8.43,28.4,4.07,2026-04-08T11:00:18.221902,FTSE100,37.2,3.0,-2.0,0.0,1.0,4.55,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE and margin above 10%, debt below 2x, and upside potential of 36.4% validated by 22 analysts",,,,,,
HEI.DE,Heidelberg Materials AG       I,55.2,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,75.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 9.0},{},"{'rs_3m': -15.5, 'rs_6m': -0.2}","{'roe_pct': 11.1, 'debt_to_equity': 0.43, 'current_ratio': 1.24, 'operating_margin_pct': 17.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.3}",185.2,32589373440,Basic Materials,Building Materials,,,False,241.8,-23.4,2.0,False,230.26,285.0,140.0,19.0,buy,24.3,138.59,-25.2,111.7,-39.7,4.63,8.58,2.11,29.5,3.6,3.1,,,,5.2,28.0,2026-05-06,False,False,7.0,NEUTRAL,8.7,19.7,2.32,2026-04-08T10:58:13.941678,DAX40,36.1,3.0,5.0,0.0,3.0,3.04,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Upside is realistic at 24.3%, fundamentals are strong with ROE above 10% and manageable debt, and analyst validation is present with 19 analysts",,,,,,
AI.PA,AIR LIQUIDE,59.7,⭐ AVERAGE,🟡 Average,55.0,50.0,71.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.1},{},"{'rs_3m': 21.0, 'rs_6m': 8.2}","{'roe_pct': 13.4, 'debt_to_equity': 0.51, 'current_ratio': 1.17, 'operating_margin_pct': 19.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.5}",181.54,104748146688,Basic Materials,Specialty Chemicals,,,False,187.12,-3.0,4.0,False,197.0,216.0,168.0,20.0,buy,8.5,42.85,-76.4,60.8,-66.5,1.46,2.64,2.04,54.3,3.7,1.83,,,,5.3,112.0,2026-07-29,False,False,7.0,NEUTRAL,4.31,18.8,4.35,2026-04-08T11:03:08.770812,CAC40,35.9,0.0,5.0,0.0,3.0,1.06,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Upside is realistic at 8.5%, fundamentals are strong with ROE and margin above 10%, debt is manageable, and analyst validation is present with 20 analysts",,,,,,
NESN.SW,NESTLE N,57.3,⭐ AVERAGE,🟡 Average,55.0,50.0,66.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 10.1},{},"{'rs_3m': 10.2, 'rs_6m': 7.2}","{'roe_pct': 26.5, 'debt_to_equity': 1.75, 'current_ratio': 0.79, 'operating_margin_pct': 14.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.4}",78.62,202227941376,Consumer Defensive,Packaged Foods,,,False,89.43,-12.1,4.0,False,87.55,102.0,69.0,22.0,buy,11.4,35.69,-54.6,35.1,-55.4,3.08,2.43,3.96,86.9,3.1,3.03,,,,-16.8,106.0,2026-07-23,False,False,5.0,NEUTRAL,4.97,38.6,,2026-04-08T11:07:33.147216,SMI20,34.9,3.0,0.0,0.0,-3.0,1.42,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and analyst consensus supports the upside potential",,,,,,
SAF.PA,SAFRAN,59.1,⭐ AVERAGE,🟡 Average,60.0,50.0,60.5,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 23.0},{},"{'rs_3m': 2.5, 'rs_6m': 4.5}","{'roe_pct': 55.6, 'debt_to_equity': 0.34, 'current_ratio': 0.93, 'operating_margin_pct': 13.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.7}",313.5,130216271872,Industrials,Aerospace & Defense,,,False,350.8,-10.6,7.0,True,356.59,416.0,257.0,21.0,buy,13.7,,,171.8,-45.2,-1.31,-4.1,1.17,16.9,3.35,1.73,,,,,111.0,2026-07-28,False,False,7.0,NEUTRAL,8.89,166.3,1.05,2026-04-08T11:02:53.439512,CAC40,33.6,-5.0,0.0,0.0,0.0,1.71,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside",,,,,,
