ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime
RR.L,ROLLS-ROYCE HOLDINGS PLC ORD SH,62.2,⭐⭐ GOOD,🟡 Good,60.0,50.0,68.5,80.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 27.5},{},"{'rs_3m': 3.1, 'rs_6m': 10.2}","{'roe_pct': 623.5, 'debt_to_equity': 1.58, 'current_ratio': 1.2, 'operating_margin_pct': 20.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.8}",1255.8,104645746688,Industrials,Aerospace & Defense,,,False,1420.0,-11.6,7.0,True,1416.17,1740.0,900.0,18.0,buy,12.8,6.65,-99.5,6.9,-99.5,3.43,0.43,0.8,15.2,0.1,1.74,,,,4.1,113.0,2026-07-30,False,False,7.0,NEUTRAL,7.71,83.5,7.28,2026-04-08T11:01:39.214406,FTSE100,43.9,3.0,0.0,0.0,1.0,1.6,0.0,0.0,CONFIRMED_UPTREND
SGO.PA,SAINT GOBAIN,54.5,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 6.2},{},"{'rs_3m': -1.8, 'rs_6m': -12.4}","{'roe_pct': 11.7, 'debt_to_equity': 0.72, 'current_ratio': 1.27, 'operating_margin_pct': 10.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.9}",77.46,38184271872,Industrials,Building Products & Equipment,,,False,104.65,-26.0,0.0,False,99.86,126.0,75.0,19.0,buy,28.9,110.79,43.0,57.8,-25.4,8.16,6.39,3.26,38.1,2.3,3.1,,,,6.9,113.0,2026-07-30,False,False,8.0,STRONG,10.65,22.2,1.55,2026-04-08T11:03:34.562007,CAC40,43.8,8.0,8.0,0.0,3.0,3.61,3.0,0.0,CONFIRMED_UPTREND
AIR.PA,AIRBUS SE,79.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,50.0,70.0,65.0,,,,,225.3,True,2,91.9,True,1,"{'eps_growth_yoy': 225.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 7.1}","{'revenue_growth_yoy': 91.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -14.7, 'rs_6m': -14.0}","{'roe_pct': 21.6, 'debt_to_equity': 0.54, 'current_ratio': 1.16, 'operating_margin_pct': 9.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.8}",173.98,137319784448,Industrials,Aerospace & Defense,,,False,221.3,-21.4,4.0,False,215.39,255.0,170.0,22.0,buy,23.8,,,66.1,-62.0,-0.9,-1.56,1.94,30.3,3.2,1.8,False,,9.2,6.5,20.0,2026-04-28,False,True,8.0,STRONG,5.72,22.9,3.11,2026-04-08T11:02:45.940885,CAC40,43.8,-5.0,5.0,0.0,3.0,2.98,1.0,0.0,CONFIRMED_UPTREND
ALV.DE,Allianz SE                    v,69.6,⭐⭐ GOOD,🟡 Good,65.0,80.0,60.5,80.0,60.0,,,,,9.9,False,0,40.6,False,0,"{'eps_growth_yoy': 9.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.5}","{'revenue_growth_yoy': 40.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 1.1, 'rs_6m': 5.2}","{'roe_pct': 17.5, 'debt_to_equity': 0.53, 'current_ratio': 1.58, 'operating_margin_pct': 13.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.2}",377.3,143465381888,Financial Services,Insurance - Diversified,,,False,396.0,-4.7,6.0,False,396.75,504.0,325.0,18.0,buy,5.2,264.93,-29.8,276.7,-26.7,3.64,13.72,4.66,55.7,17.1,4.8,,,21.3,6.6,35.0,2026-05-13,False,False,6.0,NEUTRAL,34.05,,1.19,2026-04-08T10:57:37.517148,DAX40,43.8,3.0,8.0,0.0,3.0,0.65,-3.0,0.0,CONFIRMED_UPTREND
ULVR.L,UNILEVER PLC ORD 3.5P,54.2,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,65.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 18.7},{},"{'rs_3m': -4.1, 'rs_6m': -7.4}","{'roe_pct': 31.0, 'debt_to_equity': 1.61, 'current_ratio': 0.79, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 22.4}",4267.5,93197336576,Consumer Defensive,Household & Personal Products,,,False,5542.11,-23.0,3.0,False,5222.8,6033.45,4207.07,17.0,hold,22.4,52.16,-98.8,22.6,-99.5,6.73,2.87,4.13,79.0,1.72,3.56,,,,,111.0,2026-07-28,False,False,7.0,NEUTRAL,8.4,108.9,,2026-04-08T11:00:14.752107,FTSE100,43.7,6.0,0.0,0.0,0.0,2.8,1.0,0.0,CONFIRMED_UPTREND
RMS.PA,HERMES INTL,61.2,⭐⭐ GOOD,🟡 Good,60.0,50.0,50.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 28.3},{},"{'rs_3m': -12.7, 'rs_6m': -16.5}","{'roe_pct': 25.2, 'debt_to_equity': 0.12, 'current_ratio': 4.99, 'operating_margin_pct': 41.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 27.6}",1767.0,185244450816,Consumer Cyclical,Luxury Goods,,,False,2606.0,-32.2,0.0,False,2254.68,2650.0,1580.0,22.0,buy,27.6,566.99,-67.9,430.3,-75.6,2.18,38.53,1.08,37.2,18.0,0.61,,,,1.3,112.0,2026-07-29,False,False,8.0,STRONG,4.19,37.5,18.43,2026-04-08T11:04:39.609593,CAC40,43.5,0.0,0.0,0.0,1.0,3.45,3.0,0.0,CONFIRMED_UPTREND
LSEG.L,LONDON STOCK EXCHANGE GROUP PLC,58.6,⭐ AVERAGE,🟡 Average,55.0,50.0,60.5,70.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 13.4},{},"{'rs_3m': 6.0, 'rs_6m': 5.6}","{'roe_pct': 6.4, 'debt_to_equity': 0.53, 'current_ratio': 1.0, 'operating_margin_pct': 24.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 36.1}",8990.0,44579287040,Financial Services,Financial Data & Stock Exchanges,,,False,11810.0,-23.9,3.0,False,12231.76,13600.0,11000.0,17.0,strong_buy,36.1,175.71,-98.0,71.1,-99.2,4.61,4.14,1.68,57.4,1.5,1.24,,,,80.4,113.0,2026-07-30,False,False,7.0,NEUTRAL,4.2,305.7,0.21,2026-04-08T11:00:39.174022,FTSE100,43.4,3.0,5.0,0.0,5.0,4.51,3.0,0.0,CONFIRMED_UPTREND
SAN.MC,BANCO SANTANDER S.A.,65.7,⭐⭐ GOOD,🟡 Good,75.0,50.0,74.5,65.0,60.0,,,,,-0.8,True,2,-6.7,True,2,"{'eps_growth_yoy': -0.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.1}","{'revenue_growth_yoy': -6.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 6.9, 'rs_6m': 22.3}","{'roe_pct': 12.7, 'operating_margin_pct': 43.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.2}",10.464,151438491648,Financial Services,Banks - Diversified,,,False,11.26,-7.1,7.0,True,11.95,13.25,7.3,20.0,buy,14.2,,,21.25,103.1,,,2.55,26.9,0.25,3.1,,,,25.3,21.0,2026-04-29,False,True,4.0,NEUTRAL,,,0.35,2026-04-08T11:05:02.156868,IBEX35,43.3,0.0,5.0,0.0,5.0,1.78,0.0,0.0,CONFIRMED_UPTREND
RACE.MI,FERRARI,60.5,⭐⭐ GOOD,🟡 Good,65.0,60.0,30.0,90.0,65.0,,,,,-7.8,True,1,0.6,True,1,"{'eps_growth_yoy': -7.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}","{'revenue_growth_yoy': 0.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -0.2, 'rs_6m': -25.8}","{'roe_pct': 42.9, 'debt_to_equity': 0.74, 'current_ratio': 2.3, 'operating_margin_pct': 28.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.8}",306.3,54107631616,Consumer Cyclical,Auto Manufacturers,,,False,449.8,-31.9,1.0,False,369.92,430.0,300.0,18.0,buy,20.8,69.94,-77.2,89.5,-70.8,1.55,4.75,1.22,33.3,3.62,0.63,True,-1.45,51.1,-0.2,26.0,2026-05-05,False,False,9.0,STRONG,4.02,38.6,,2026-04-08T11:09:12.544874,FTSEMIB,43.2,0.0,0.0,3.0,0.0,2.6,1.0,0.0,CONFIRMED_UPTREND
SHEL.L,SHELL PLC ORD EUR0.07,54.5,⭐ AVERAGE,🟡 Average,45.0,30.0,85.0,70.0,60.0,,,,,-13.5,False,0,-7.4,False,0,"{'eps_growth_yoy': -13.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 6.7}","{'revenue_growth_yoy': -7.4, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 34.8, 'rs_6m': 22.1}","{'roe_pct': 10.2, 'debt_to_equity': 0.43, 'current_ratio': 1.3, 'operating_margin_pct': 8.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.2}",3340.0,187186855936,Energy,Oil & Gas Integrated,,,False,3592.0,-7.0,7.0,True,3546.4,4420.18,2727.4,17.0,buy,6.2,172.01,-94.8,68.4,-98.0,12.15,4.06,3.15,47.3,1.11,3.71,True,-7.41,7.3,263.3,29.0,2026-05-07,False,False,5.0,NEUTRAL,13.89,16.4,0.03,2026-04-08T10:59:57.240136,FTSE100,42.8,8.0,8.0,3.0,5.0,0.78,-3.0,0.0,CONFIRMED_UPTREND
BMED.MI,BANCA MEDIOLANUM,59.5,⭐ AVERAGE,🟡 Average,75.0,30.0,64.0,75.0,55.0,,,,,-44.1,True,2,-36.6,False,0,"{'eps_growth_yoy': -44.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 52.2}","{'revenue_growth_yoy': -36.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -2.1, 'rs_6m': 14.3}","{'roe_pct': 29.1, 'operating_margin_pct': 63.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 16.2}",18.525,13694247936,Financial Services,Banks - Regional,,,False,20.68,-10.4,7.0,True,21.52,22.8,20.3,11.0,none,16.2,,,25.87,39.6,,,7.33,73.5,1.3,5.18,,,,7.7,29.0,2026-05-07,False,False,6.0,NEUTRAL,,,0.81,2026-04-08T11:09:24.088248,FTSEMIB,42.8,0.0,0.0,0.0,3.0,2.02,1.0,0.0,CONFIRMED_UPTREND
CAP.PA,CAPGEMINI,52.0,⭐ AVERAGE,🟡 Average,50.0,50.0,35.0,70.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 7.1},{},"{'rs_3m': -23.8, 'rs_6m': -12.0}","{'roe_pct': 13.7, 'debt_to_equity': 0.81, 'current_ratio': 1.21, 'operating_margin_pct': 12.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 44.2}",105.85,17705924608,Technology,Information Technology Services,,,False,156.55,-32.4,0.0,False,152.66,208.0,115.0,18.0,buy,44.2,206.16,94.8,91.3,-13.7,11.9,12.6,3.31,37.2,3.4,1.75,,,,5.5,113.0,2026-07-30,False,False,5.0,NEUTRAL,9.89,68.5,1.37,2026-04-08T11:03:52.832224,CAC40,42.8,8.0,8.0,0.0,3.0,5.52,3.0,0.0,CONFIRMED_UPTREND
CPG.L,COMPASS GROUP PLC ORD 11 1/20P,46.0,⚠️ WEAK,🔴 Weak,50.0,50.0,15.0,60.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.1},{},"{'rs_3m': -94.3, 'rs_6m': -97.6}","{'roe_pct': 25.6, 'debt_to_equity': 0.91, 'current_ratio': 0.73, 'operating_margin_pct': 6.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.6}",29.55,50244247552,Consumer Cyclical,Restaurants,,,False,2748.0,-98.9,1.0,False,38.0,53.28,28.37,20.0,buy,28.6,41.1,39.1,33.0,11.7,3.28,0.97,2.3,56.4,0.65,2.93,,,,75.6,33.0,2026-05-11,False,False,6.0,NEUTRAL,5.41,100.5,0.24,2026-04-08T11:00:46.424057,FTSE100,42.4,3.0,5.0,0.0,5.0,3.58,3.0,0.0,CONFIRMED_UPTREND
DG.PA,VINCI,55.9,⭐ AVERAGE,🟡 Average,50.0,50.0,74.5,50.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 6.5},{},"{'rs_3m': 14.0, 'rs_6m': 18.3}","{'roe_pct': 15.4, 'debt_to_equity': 1.19, 'current_ratio': 0.85, 'operating_margin_pct': 13.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.9}",135.6,75082620928,Industrials,Engineering & Construction,,,False,143.15,-5.3,6.0,False,142.29,163.5,114.0,21.0,buy,4.9,242.5,78.8,86.5,-36.2,10.35,14.04,3.83,54.9,5.0,3.55,,,,4.8,112.0,2026-07-29,False,False,7.0,NEUTRAL,9.59,56.6,1.95,2026-04-08T11:03:19.954740,CAC40,41.4,8.0,8.0,0.0,1.0,0.61,-3.0,0.0,CONFIRMED_UPTREND
OR.PA,L'OREAL,57.9,⭐ AVERAGE,🟡 Average,55.0,50.0,54.5,80.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.9},{},"{'rs_3m': 4.9, 'rs_6m': -3.5}","{'roe_pct': 18.0, 'debt_to_equity': 0.34, 'current_ratio': 1.45, 'operating_margin_pct': 19.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.4}",364.65,194643984384,Consumer Defensive,Household & Personal Products,,,False,408.35,-10.7,1.0,False,402.73,440.0,350.0,24.0,buy,10.4,163.01,-55.3,114.3,-68.7,3.04,11.08,2.01,61.2,7.2,1.49,,,,0.3,112.0,2026-07-29,False,False,6.0,NEUTRAL,4.69,69.9,62.03,2026-04-08T11:02:34.665678,CAC40,41.2,3.0,5.0,0.0,1.0,1.3,0.0,0.0,CONFIRMED_UPTREND
GRF.MC,GRIFOLS S.A.,50.2,⭐ AVERAGE,🟡 Average,50.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 5.3},{},"{'rs_3m': -12.9, 'rs_6m': -21.9}","{'roe_pct': 6.2, 'debt_to_equity': 1.27, 'current_ratio': 2.51, 'operating_margin_pct': 17.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 58.0}",9.47,6445048320,Healthcare,Drug Manufacturers - General,,,False,13.7,-30.9,0.0,False,14.96,21.2,9.0,12.0,buy,58.0,102.92,986.8,16.5,74.2,15.9,2.43,1.63,27.4,0.15,1.48,False,,2.5,30.4,112.0,2026-07-29,False,False,9.0,STRONG,6.06,13.3,0.18,2026-04-08T11:05:55.106418,IBEX35,41.1,8.0,5.0,0.0,5.0,7.25,3.0,0.0,CONFIRMED_UPTREND
MC.PA,LVMH,57.5,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,80.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 13.5},{},"{'rs_3m': -17.3, 'rs_6m': -11.7}","{'roe_pct': 16.2, 'debt_to_equity': 0.53, 'current_ratio': 1.58, 'operating_margin_pct': 21.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.0}",496.75,246322102272,Consumer Cyclical,Luxury Goods,,,False,654.7,-24.1,3.0,False,610.8,825.0,434.6,27.0,buy,23.0,348.22,-29.9,218.6,-56.0,4.75,23.67,2.76,59.5,13.0,1.71,,,,-1.0,106.0,2026-07-23,False,False,6.0,NEUTRAL,6.96,28.9,,2026-04-08T11:02:30.684857,CAC40,41.0,3.0,5.0,0.0,0.0,2.88,1.0,0.0,CONFIRMED_UPTREND
SCHP.SW,SCHINDLER PS,55.0,⭐ AVERAGE,🟡 Average,45.0,50.0,50.0,90.0,55.0,,,,,-16.4,False,0,-2.2,True,2,"{'eps_growth_yoy': -16.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.3}","{'revenue_growth_yoy': -2.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -6.7, 'rs_6m': -7.5}","{'roe_pct': 21.0, 'debt_to_equity': 0.13, 'current_ratio': 1.5, 'operating_margin_pct': 11.1}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 15.3}",265.6,28357597184,Industrials,Specialty Industrial Machinery,,,False,315.8,-15.9,1.0,False,306.33,340.0,269.0,6.0,hold,15.3,1232.66,364.1,284.1,7.0,4.09,29.07,2.3,63.4,6.0,1.9,False,,39.8,13.8,,,False,False,7.0,NEUTRAL,5.75,34.1,0.67,2026-04-08T11:08:37.004504,SMI20,41.0,3.0,5.0,0.0,3.0,1.91,0.0,0.0,CONFIRMED_UPTREND
LR.PA,LEGRAND,65.0,⭐⭐ GOOD,🟡 Good,70.0,50.0,71.0,75.0,60.0,,,,,5.9,False,0,3.7,False,0,"{'eps_growth_yoy': 5.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.1}","{'revenue_growth_yoy': 3.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 22.1, 'rs_6m': 0.7}","{'roe_pct': 16.8, 'debt_to_equity': 0.9, 'current_ratio': 1.93, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.5}",146.05,38181224448,Industrials,Electrical Equipment & Parts,,,False,157.35,-7.2,7.0,True,154.11,176.0,114.0,18.0,buy,5.5,62.45,-57.2,47.1,-67.8,2.91,4.24,1.75,46.8,2.38,1.91,True,-0.3,11.8,1.5,29.0,2026-05-07,False,False,6.0,NEUTRAL,4.68,45.7,10.52,2026-04-08T11:04:24.291434,CAC40,41.0,0.0,5.0,3.0,1.0,0.69,-3.0,0.0,CONFIRMED_UPTREND
ENR.DE,Siemens Energy AG             N,69.5,⭐⭐ GOOD,🟡 Good,100.0,30.0,85.0,60.0,60.0,,,,,56.0,True,1,-2.9,False,0,"{'eps_growth_yoy': 56.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 4.8}","{'revenue_growth_yoy': -2.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 37.0, 'rs_6m': 55.6}","{'roe_pct': 20.3, 'debt_to_equity': 0.33, 'current_ratio': 0.92, 'operating_margin_pct': 9.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 1.9}",162.96,139386896384,Industrials,Specialty Industrial Machinery,,,False,171.65,-5.1,7.0,True,166.08,220.0,89.0,25.0,buy,1.9,184.56,13.3,63.9,-60.8,2.67,4.35,0.47,,0.7,,True,-0.12,11.3,240.5,34.0,2026-05-12,False,False,7.0,NEUTRAL,2.11,35.1,0.12,2026-04-08T10:58:37.148013,DAX40,40.8,0.0,0.0,3.0,5.0,0.24,-3.0,0.0,CONFIRMED_UPTREND
CABK.MC,"CAIXABANK, S.A.",59.6,⭐ AVERAGE,🟡 Average,55.0,50.0,74.5,65.0,60.0,,,,,-2.9,False,0,1.6,False,0,"{'eps_growth_yoy': -2.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.4}","{'revenue_growth_yoy': 1.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 8.5, 'rs_6m': 23.5}","{'roe_pct': 15.6, 'operating_margin_pct': 56.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.8}",10.53,73413509120,Financial Services,Banks - Regional,,,False,11.575,-9.0,7.0,True,11.35,13.2,6.8,21.0,buy,7.8,,,8.0,-24.0,,,4.82,57.2,0.5,4.9,,,,-1.0,22.0,2026-04-30,False,False,3.0,NEUTRAL,,,,2026-04-08T11:05:32.912850,IBEX35,40.8,0.0,8.0,0.0,0.0,0.98,-3.0,0.0,CONFIRMED_UPTREND
GEBN.SW,GEBERIT N,56.8,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,85.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 18.9},{},"{'rs_3m': -8.6, 'rs_6m': -6.9}","{'roe_pct': 42.4, 'debt_to_equity': 0.89, 'current_ratio': 1.54, 'operating_margin_pct': 18.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 3.2}",553.2,18241067008,Industrials,Building Products & Equipment,,,False,659.8,-16.2,1.0,False,570.94,669.0,430.0,17.0,hold,3.2,259.12,-53.2,180.6,-67.4,2.71,15.0,2.43,70.9,12.9,2.28,,,,2.7,27.0,2026-05-05,False,False,7.0,NEUTRAL,4.22,49.8,3.93,2026-04-08T11:08:14.681236,SMI20,40.7,0.0,5.0,0.0,1.0,0.4,-3.0,0.0,CONFIRMED_UPTREND
EN.PA,BOUYGUES,56.0,⭐ AVERAGE,🟡 Average,68.0,30.0,80.5,40.0,60.0,,,,,24.8,False,0,-1.6,False,0,"{'eps_growth_yoy': 24.8, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 2.0}","{'revenue_growth_yoy': -1.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 16.8, 'rs_6m': 39.2}","{'roe_pct': 8.7, 'debt_to_equity': 1.02, 'current_ratio': 0.93, 'operating_margin_pct': 4.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.6}",52.04,20033615872,Industrials,Engineering & Construction,,,False,53.14,-2.1,7.0,True,54.98,64.0,43.0,10.0,buy,5.6,216.4,315.8,66.08,27.0,13.11,6.82,4.17,66.9,2.1,5.49,False,,4.9,15.5,29.0,2026-05-07,False,False,7.0,NEUTRAL,8.38,19.0,0.59,2026-04-08T11:03:56.701816,CAC40,40.4,8.0,8.0,0.0,5.0,0.7,-3.0,0.0,CONFIRMED_UPTREND
BMW.DE,BAYERISCHE MOTOREN WERKE AG   S,56.2,⭐ AVERAGE,🟡 Average,85.0,30.0,50.0,55.0,50.0,,,,,18.3,True,1,-8.1,False,0,"{'eps_growth_yoy': 18.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 5.5}","{'revenue_growth_yoy': -8.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -7.0, 'rs_6m': -6.9}","{'roe_pct': 7.7, 'debt_to_equity': 1.13, 'current_ratio': 1.12, 'operating_margin_pct': 5.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 11.0}",81.96,49760231424,Consumer Cyclical,Auto Manufacturers,,,False,97.92,-16.3,4.0,False,90.93,108.0,72.0,23.0,hold,11.0,144.12,75.8,253.26,209.0,5.22,4.68,5.55,36.2,4.4,6.01,False,,18.1,8.5,28.0,2026-05-06,False,False,6.0,NEUTRAL,7.47,10.5,0.31,2026-04-08T10:57:48.278635,DAX40,39.5,6.0,8.0,0.0,3.0,1.38,0.0,0.0,CONFIRMED_UPTREND
HSBA.L,HSBC HOLDINGS PLC ORD $0.50 (UK,55.9,⭐ AVERAGE,🟡 Average,55.0,30.0,80.5,65.0,60.0,,,,,-32.5,False,0,-27.1,False,0,"{'eps_growth_yoy': -32.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.2}","{'revenue_growth_yoy': -27.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 15.8, 'rs_6m': 26.2}","{'roe_pct': 11.6, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 0.5}",1330.6,228173824000,Financial Services,Banks - Diversified,,,False,1410.6,-5.7,7.0,True,1337.02,1669.05,784.86,17.0,buy,0.5,,,27.3,-97.9,,,4.39,53.4,0.56,4.97,,,,1678.5,27.0,2026-05-05,False,False,4.0,NEUTRAL,,,0.0,2026-04-08T11:00:06.379000,FTSE100,39.4,0.0,8.0,0.0,5.0,0.06,-3.0,0.0,CONFIRMED_UPTREND
ZAL.DE,Zalando SE                    I,78.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,50.0,60.0,70.0,,,,,846.5,True,1,68.3,True,1,"{'eps_growth_yoy': 846.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 1.7}","{'revenue_growth_yoy': 68.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -8.0, 'rs_6m': -17.6}","{'roe_pct': 7.7, 'debt_to_equity': 0.51, 'current_ratio': 1.11, 'operating_margin_pct': 5.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 65.9}",21.86,5643260416,Consumer Cyclical,Internet Retail,,,False,36.76,-40.5,1.0,False,36.26,53.0,24.0,24.0,buy,65.9,59.78,173.5,8.2,-62.5,18.58,4.06,,,,,False,,5.9,-21.8,28.0,2026-05-06,False,False,6.0,NEUTRAL,8.91,17.0,,2026-04-08T10:59:53.478537,DAX40,39.4,8.0,0.0,0.0,-3.0,8.24,3.0,0.0,CONFIRMED_UPTREND
